,full_name,company,selling_price,year,km_driven,owner_type,fuel_type,transmission_type
4885,Tata Nano Twist,Tata,130000,2014,80000,First Owner,Petrol,Manual
4886,Honda Jazz 1.2,Honda,700000,2017,26000,First Owner,Petrol,Manual
4887,Hyundai EON LPG,Hyundai,254999,2012,57000,First Owner,LPG,Manual
4888,Ford Ecosport 2015-2021,Ford,950000,2019,10000,First Owner,Petrol,Automatic
4889,Maruti Wagon R,Maruti,550000,2018,27000,First Owner,Petrol,Automatic
4890,Maruti Ignis 1.2,Maruti,415000,2017,30000,First Owner,Petrol,Manual
4891,Skoda Rapid 1.5,Skoda,650000,2015,55300,First Owner,Diesel,Automatic
4893,Toyota Etios G,Toyota,325000,2011,67000,First Owner,Petrol,Manual
4894,Hyundai Xcent 1.2,Hyundai,575000,2017,13000,First Owner,Petrol,Manual
4895,Maruti Ertiga ZDI,Maruti,899000,2017,23000,First Owner,Diesel,Manual
4896,Maruti Wagon R,Maruti,425000,2017,25000,First Owner,Petrol,Automatic
4897,Maruti Baleno Delta,Maruti,560000,2016,15068,First Owner,Petrol,Manual
4898,Mercedes-Benz M-Class ML,Mercedes-Benz,1500000,2011,63000,First Owner,Diesel,Automatic
4899,Honda Brio V,Honda,299000,2012,58000,First Owner,Petrol,Manual
4901,Hyundai Verna 1.6,Hyundai,509999,2013,97000,First Owner,Petrol,Manual
4902,Honda Brio S,Honda,295000,2012,70000,First Owner,Petrol,Manual
4903,Volkswagen Polo GT,Volkswagen,495000,2013,44900,First Owner,Petrol,Automatic
4904,Hyundai i10 Sportz,Hyundai,295000,2013,40000,First Owner,Petrol,Manual
4905,Hyundai Santro Sportz,Hyundai,550000,2018,4075,First Owner,Petrol,Automatic
4907,Jeep Compass 2.0,Jeep,1598000,2017,45212,First Owner,Diesel,Manual
4908,Maruti Ignis 1.2,Maruti,491000,2018,10415,First Owner,Petrol,Manual
4909,Maruti Wagon R,Maruti,349000,2014,69000,First Owner,CNG,Manual
4910,Maruti Zen Estilo,Maruti,80000,2007,50000,First Owner,Petrol,Manual
4911,Hyundai Grand i10,Hyundai,535000,2016,28854,First Owner,Petrol,Manual
4912,Maruti Swift Dzire,Maruti,754000,2017,25000,First Owner,Diesel,Manual
4913,Hyundai Xcent 1.2,Hyundai,440000,2014,36000,First Owner,Petrol,Manual
4914,BMW 3 Series,BMW,4000000,2017,30000,First Owner,Petrol,Automatic
4915,BMW 3 Series,BMW,1245000,2013,54000,First Owner,Diesel,Automatic
4917,Maruti Wagon R,Maruti,185000,2009,27000,First Owner,Petrol,Manual
4918,Maruti SX4 S,Maruti,825000,2017,93000,First Owner,Diesel,Manual
4919,Maruti Ertiga 1.5,Maruti,964000,2018,74000,First Owner,Diesel,Manual
4920,Hyundai i20 Sportz,Hyundai,375000,2013,76000,First Owner,Diesel,Manual
4921,Mahindra Quanto C8,Mahindra,325000,2013,66000,First Owner,Diesel,Manual
4922,Maruti Alto 800,Maruti,319000,2018,23493,First Owner,Petrol,Manual
4923,Volkswagen Vento 1.2,Volkswagen,749000,2016,37900,First Owner,Petrol,Automatic
4924,Volkswagen Vento Petrol,Volkswagen,311000,2012,47123,First Owner,Petrol,Manual
4925,Renault KWID Climber,Renault,400000,2017,29000,First Owner,Petrol,Automatic
4926,Honda Jazz V,Honda,680000,2017,14000,First Owner,Petrol,Automatic
4927,Mahindra XUV500 W10,Mahindra,1395000,2017,35000,First Owner,Diesel,Manual
4928,Hyundai i20 1.2,Hyundai,245000,2010,69000,First Owner,Petrol,Manual
4929,Mahindra Scorpio VLX,Mahindra,400000,2009,80000,First Owner,Diesel,Manual
4930,Mahindra Scorpio SLE,Mahindra,448000,2012,65253,First Owner,Diesel,Manual
4931,Skoda Rapid 1.5,Skoda,660000,2016,78010,First Owner,Diesel,Automatic
4932,Hyundai Grand i10,Hyundai,500000,2017,17500,First Owner,Petrol,Manual
4933,Renault KWID RXT,Renault,300000,2016,21000,First Owner,Petrol,Manual
4934,Honda Brio V,Honda,274000,2012,45000,First Owner,Petrol,Manual
4935,Hyundai Santro Xing,Hyundai,90000,2006,120000,First Owner,Petrol,Manual
4936,Maruti Wagon R,Maruti,390000,2015,28000,First Owner,Petrol,Manual
4937,Hyundai Verna 1.6,Hyundai,480000,2013,70000,First Owner,Diesel,Automatic
4938,Datsun RediGO AMT,Datsun,346000,2018,3200,First Owner,Petrol,Automatic
4939,Mercedes-Benz M-Class ML,Mercedes-Benz,1928000,2011,64792,First Owner,Diesel,Automatic
4940,Maruti Celerio Green,Maruti,340000,2014,56000,First Owner,CNG,Manual
4941,Maruti Ertiga VXI,Maruti,678000,2015,56400,First Owner,CNG,Manual
4942,Honda Amaze S,Honda,295000,2015,190000,First Owner,Diesel,Manual
4943,Tata Safari Storme,Tata,900000,2017,100000,First Owner,Diesel,Manual
4944,Honda City i,Honda,825000,2015,24000,First Owner,Petrol,Automatic
4945,Maruti Ertiga SHVS,Maruti,825000,2016,76000,First Owner,Diesel,Manual
4946,Mahindra Bolero Power,Mahindra,700000,2017,70000,First Owner,Diesel,Manual
4947,Hyundai i20 Asta,Hyundai,535000,2015,112300,First Owner,Petrol,Manual
4948,Skoda Rapid 1.5,Skoda,580000,2014,66000,First Owner,Diesel,Automatic
4949,Hyundai Grand i10,Hyundai,425000,2013,61000,First Owner,Diesel,Manual
4950,Mahindra Scorpio 2.6,Mahindra,300000,2006,120000,First Owner,Diesel,Manual
4951,Mitsubishi Pajero Sport,Mitsubishi,1400000,2014,37000,First Owner,Diesel,Manual
4952,Maruti Celerio ZXI,Maruti,490000,2018,28314,First Owner,Petrol,Manual
4953,Hyundai i20 1.2,Hyundai,275000,2010,23000,First Owner,Petrol,Manual
4955,Mahindra XUV500 W10,Mahindra,1350000,2016,42485,First Owner,Diesel,Manual
4956,Volkswagen Polo 2015-2019,Volkswagen,600000,2015,87000,First Owner,Petrol,Automatic
4957,Hyundai Grand i10,Hyundai,525000,2015,15000,First Owner,Petrol,Automatic
4958,Tata Tiago 1.2,Tata,495000,2018,2500,First Owner,Petrol,Automatic
4959,Maruti Alto 800,Maruti,345000,2018,29000,First Owner,CNG,Manual
4960,Hyundai i20 Sportz,Hyundai,595000,2015,54625,First Owner,Petrol,Manual
4964,Toyota Innova Crysta,Toyota,2000000,2019,35000,First Owner,Diesel,Manual
4965,Volkswagen Ameo 1.5,Volkswagen,575000,2016,30000,First Owner,Diesel,Automatic
4966,Maruti Ertiga VXI,Maruti,810000,2018,32000,First Owner,Petrol,Manual
4967,Jaguar XF 3.0,Jaguar,2800000,2011,45000,First Owner,Diesel,Automatic
4968,Maruti Swift VDI,Maruti,310000,2010,81000,First Owner,Diesel,Manual
4969,BMW X5 xDrive,BMW,3850000,2016,46000,First Owner,Diesel,Automatic
4970,Maruti Swift VDI,Maruti,385000,2012,73000,First Owner,Diesel,Manual
4971,Maruti Baleno Delta,Maruti,600000,2017,23000,First Owner,Petrol,Manual
4972,Maruti Swift Dzire,Maruti,475000,2013,120000,First Owner,Diesel,Manual
4973,Hyundai Verna Transform,Hyundai,490000,2013,30588,First Owner,Petrol,Manual
4974,Hyundai i20 1.2,Hyundai,625000,2018,14577,First Owner,Petrol,Manual
4976,Maruti Swift VXI,Maruti,530000,2015,55000,First Owner,Petrol,Manual
4978,Maruti Ciaz 1.3,Maruti,1000000,2018,33000,First Owner,Diesel,Manual
4979,Ford Figo Diesel,Ford,250000,2013,55000,First Owner,Diesel,Manual
4980,Nissan Micra XL,Nissan,270000,2012,75000,First Owner,Petrol,Manual
4981,Honda City i,Honda,725000,2016,90000,First Owner,Petrol,Automatic
4982,Maruti Alto K10,Maruti,375000,2018,6800,First Owner,Petrol,Manual
4983,Mahindra XUV500 2011-2015,Mahindra,699000,2013,68192,First Owner,Diesel,Manual
4984,Toyota Innova 2.0,Toyota,675000,2010,105000,First Owner,Petrol,Manual
4985,Volkswagen Jetta 2.0L,Volkswagen,549000,2012,88250,First Owner,Diesel,Automatic
4987,Hyundai i20 Asta,Hyundai,545000,2014,66266,First Owner,Diesel,Manual
4988,Maruti Ertiga VXI,Maruti,650000,2015,100000,First Owner,CNG,Manual
4989,Maruti Ertiga SHVS,Maruti,811000,2016,41974,First Owner,Diesel,Manual
4990,Porsche Cayenne Diesel,Porsche,4500000,2014,110000,First Owner,Diesel,Automatic
4991,Chevrolet Beat LS,Chevrolet,180000,2012,21000,First Owner,Petrol,Manual
4992,Maruti Ertiga SHVS,Maruti,825000,2016,84000,First Owner,Diesel,Manual
4993,Maruti Swift Dzire,Maruti,370000,2012,106000,First Owner,Diesel,Manual
4994,Nissan Terrano XL,Nissan,549000,2014,63200,First Owner,Diesel,Manual
4995,Maruti Eeco 5,Maruti,411000,2019,25000,First Owner,Petrol,Manual
4996,Honda City i,Honda,650000,2014,63762,First Owner,Diesel,Manual
4997,Hyundai Xcent 1.2,Hyundai,645000,2017,1390,First Owner,Petrol,Automatic
4998,Toyota Etios VD,Toyota,400000,2012,100000,First Owner,Diesel,Manual
4999,Kia Seltos GTX,Kia,1810000,2019,11800,First Owner,Diesel,Automatic
5000,Chevrolet Cruze LTZ,Chevrolet,495000,2011,94000,First Owner,Diesel,Manual
5001,Audi A4 2.0,Audi,1375000,2012,76000,First Owner,Diesel,Automatic
5002,Hyundai i20 Sportz,Hyundai,370000,2012,56328,First Owner,Diesel,Manual
5004,Mahindra XUV500 W6,Mahindra,950000,2015,42000,First Owner,Diesel,Manual
5005,Toyota Innova Crysta,Toyota,1550000,2017,67000,First Owner,Diesel,Manual
5006,Hyundai i10 Sportz,Hyundai,465000,2016,67817,First Owner,Petrol,Manual
5007,Maruti Ciaz ZXi,Maruti,715000,2015,40000,First Owner,Petrol,Manual
5008,Maruti Alto 800,Maruti,318000,2017,3600,First Owner,Petrol,Manual
5009,Honda Amaze S,Honda,450000,2015,73000,First Owner,Petrol,Manual
5010,Toyota Fortuner 4x2,Toyota,1525000,2013,75000,First Owner,Diesel,Automatic
5011,Maruti Wagon R,Maruti,233000,2009,52755,First Owner,LPG,Manual
5013,Maruti Vitara Brezza,Maruti,750000,2016,90000,First Owner,Diesel,Manual
5014,Maruti Ignis 1.2,Maruti,500000,2017,30000,First Owner,Petrol,Manual
5016,Hyundai i10 Era,Hyundai,375000,2011,73000,First Owner,Petrol,Manual
5017,Hyundai Grand i10,Hyundai,484999,2016,40000,First Owner,Petrol,Manual
5019,Maruti Ciaz ZXi,Maruti,600000,2016,71000,First Owner,Petrol,Manual
5020,Ford Ecosport 2015-2021,Ford,690000,2016,71500,First Owner,Diesel,Manual
5021,Maruti Swift Dzire,Maruti,465000,2013,71200,First Owner,Diesel,Manual
5022,Maruti Ciaz ZDi,Maruti,750000,2016,41000,First Owner,Diesel,Manual
5023,Hyundai Xcent 1.2,Hyundai,580000,2017,85000,First Owner,Diesel,Manual
5024,Hyundai Verna 1.6,Hyundai,585000,2013,65512,First Owner,Diesel,Manual
5025,Ford Ecosport 2015-2021,Ford,665000,2015,37000,First Owner,Petrol,Automatic
5027,Audi A3 35,Audi,1595000,2015,57800,First Owner,Diesel,Automatic
5028,Mahindra Scorpio S2,Mahindra,760000,2015,51000,First Owner,Diesel,Manual
5029,Hyundai Santro Xing,Hyundai,250000,2011,50000,First Owner,Petrol,Manual
5030,Hyundai Grand i10,Hyundai,550000,2018,11510,First Owner,Diesel,Manual
5031,Mahindra Scorpio S6,Mahindra,800000,2014,100000,First Owner,Diesel,Manual
5032,Mahindra KUV100 NXT,Mahindra,490000,2017,50000,First Owner,Diesel,Manual
5033,Maruti Swift VDI,Maruti,480000,2014,117962,First Owner,Diesel,Manual
5034,Maruti Ciaz VDi,Maruti,655000,2016,115000,First Owner,Diesel,Manual
5035,Hyundai Creta 1.6,Hyundai,1100000,2017,50000,First Owner,Diesel,Manual
5036,Maruti Baleno Alpha,Maruti,890000,2018,1300,First Owner,Petrol,Automatic
5037,Jaguar XF 2.2,Jaguar,3200000,2015,29000,First Owner,Diesel,Automatic
5038,Hyundai i10 Sportz,Hyundai,355000,2011,94000,First Owner,Petrol,Automatic
5039,Maruti Swift Dzire,Maruti,420000,2012,43500,First Owner,Diesel,Manual
5040,Maruti Wagon R,Maruti,409999,2014,20903,First Owner,CNG,Manual
5041,Maruti Eeco 5,Maruti,250000,2014,30000,First Owner,Petrol,Manual
5042,Tata Tiago 1.2,Tata,420000,2017,80000,First Owner,Petrol,Manual
5043,Hyundai Verna 1.6,Hyundai,740000,2014,103247,First Owner,Diesel,Manual
5044,Honda City 2017-2020,Honda,225000,2008,100000,First Owner,Petrol,Manual
5045,Mercedes-Benz E-Class 280,Mercedes-Benz,1200000,2009,107591,First Owner,Diesel,Automatic
5047,Maruti Swift Dzire,Maruti,822000,2017,9691,First Owner,Diesel,Manual
5048,Renault KWID RXT,Renault,325000,2016,87000,First Owner,Petrol,Manual
5049,Tata Indigo LS,Tata,150000,2013,100000,First Owner,Diesel,Manual
5050,Renault KWID RXT,Renault,350000,2016,37000,First Owner,Petrol,Manual
5052,Maruti Swift VDI,Maruti,270000,2011,46700,First Owner,Diesel,Manual
5054,Chevrolet Beat Diesel,Chevrolet,195000,2014,72456,First Owner,Diesel,Manual
5056,Maruti Ritz LDi,Maruti,260000,2012,107589,First Owner,Diesel,Manual
5057,Tata Indica DLS,Tata,120000,2014,120000,First Owner,Diesel,Manual
5058,Honda City i,Honda,600000,2015,120000,First Owner,Diesel,Manual
5059,Hyundai i10 Asta,Hyundai,385000,2011,45000,First Owner,Petrol,Automatic
5060,Honda Amaze V,Honda,860000,2018,69000,First Owner,Diesel,Automatic
5061,Ford Fiesta Titanium,Ford,400000,2012,120000,First Owner,Diesel,Manual
5062,Honda Amaze E,Honda,700000,2019,30000,First Owner,Diesel,Manual
5063,Hyundai i20 Petrol,Hyundai,750000,2019,40000,First Owner,Petrol,Manual
5064,Nissan Micra Diesel,Nissan,350000,2013,60000,First Owner,Diesel,Manual
5065,Maruti S-Cross 2017-2020,Maruti,840000,2018,64000,First Owner,Diesel,Manual
5066,Tata Safari 2005-2017,Tata,190000,2008,60000,First Owner,Diesel,Manual
5067,Maruti Swift VXI,Maruti,490000,2016,49000,First Owner,Petrol,Manual
5068,Maruti Alto LXi,Maruti,200000,2012,70000,First Owner,Petrol,Manual
5069,Renault Duster 110PS,Renault,775000,2015,70000,First Owner,Diesel,Manual
5070,Tata Tiago 1.2,Tata,550000,2019,18900,First Owner,Petrol,Automatic
5071,Hyundai i10 Magna,Hyundai,400000,2012,15000,First Owner,Petrol,Manual
5072,Maruti Ertiga VDI,Maruti,650000,2015,133000,First Owner,Diesel,Manual
5073,Hyundai Xcent 1.2,Hyundai,600000,2018,70000,First Owner,Diesel,Manual
5074,Maruti Vitara Brezza,Maruti,950000,2017,34000,First Owner,Diesel,Manual
5075,Hyundai Verna 1.6,Hyundai,925000,2017,30700,First Owner,Diesel,Manual
5076,Kia Seltos HTX,Kia,1549000,2019,5000,First Owner,Diesel,Manual
5077,Maruti A Star,Maruti,200000,2010,120000,First Owner,Petrol,Manual
5078,Maruti Swift Dzire,Maruti,650000,2018,21500,First Owner,Petrol,Manual
5079,Maruti Alto K10,Maruti,250999,2012,55294,First Owner,Petrol,Manual
5080,Maruti Swift Dzire,Maruti,800000,2018,10000,First Owner,Diesel,Manual
5081,Maruti Swift VXI,Maruti,350000,2013,20000,First Owner,Petrol,Manual
5082,Skoda Laura Ambiente,Skoda,400000,2012,100000,First Owner,Diesel,Automatic
5083,Hyundai Santro Xing,Hyundai,265000,2008,48522,First Owner,Petrol,Manual
5084,Toyota Innova 2.5,Toyota,1030000,2015,78000,First Owner,Diesel,Manual
5085,Mahindra Xylo D4,Mahindra,690000,2017,142222,First Owner,Diesel,Manual
5086,Maruti Wagon R,Maruti,150000,2009,77000,First Owner,Petrol,Manual
5087,Maruti Ertiga ZDI,Maruti,600000,2014,72859,First Owner,Diesel,Manual
5088,Ford Ecosport 1.5,Ford,565000,2014,77984,First Owner,Diesel,Manual
5089,Mercedes-Benz C-Class 220,Mercedes-Benz,1350000,2014,70000,First Owner,Diesel,Automatic
5090,Nissan Micra XV,Nissan,300000,2011,60000,First Owner,Petrol,Manual
5091,Tata Indigo eLX,Tata,195000,2010,80000,First Owner,Diesel,Manual
5092,Nissan Terrano XL,Nissan,560000,2013,49862,First Owner,Diesel,Manual
5093,Skoda Rapid 1.6,Skoda,450000,2012,163971,First Owner,Diesel,Manual
5094,Hyundai Grand i10,Hyundai,380000,2014,43000,First Owner,Petrol,Manual
5095,Audi Q7 2006-2020,Audi,1950000,2012,129000,First Owner,Diesel,Automatic
5096,Mahindra Bolero 2011-2019,Mahindra,434999,2012,75000,First Owner,Diesel,Manual
5097,Tata Indica Vista,Tata,200000,2013,44000,First Owner,Diesel,Manual
5099,Ford Figo Diesel,Ford,250000,2014,60000,First Owner,Diesel,Manual
5101,Maruti Alto 800,Maruti,250000,2014,48255,First Owner,Petrol,Manual
5102,Maruti Baleno Delta,Maruti,698000,2016,45215,First Owner,Petrol,Automatic
5103,Renault KWID AMT,Renault,395000,2017,33000,First Owner,Petrol,Automatic
5104,Mahindra Scorpio VLX,Mahindra,565000,2011,156000,First Owner,Diesel,Manual
5105,Hyundai Verna VTVT,Hyundai,775000,2017,20000,First Owner,Petrol,Manual
5106,Maruti Swift Dzire,Maruti,750000,2019,57000,First Owner,Diesel,Manual
5107,Mahindra Bolero SLX,Mahindra,325000,2010,350000,First Owner,Diesel,Manual
5108,Honda City V,Honda,1000000,2020,2000,First Owner,Petrol,Manual
5110,Maruti Omni E,Maruti,204999,2015,29165,First Owner,Petrol,Manual
5111,Honda City i-VTEC,Honda,900000,2017,59000,First Owner,Petrol,Automatic
5112,Isuzu D-Max V-Cross,Isuzu,1250000,2017,51000,First Owner,Diesel,Manual
5113,Maruti Swift Dzire,Maruti,480000,2015,77500,First Owner,Diesel,Manual
5114,Maruti Swift LXI,Maruti,539000,2019,8000,First Owner,Petrol,Manual
5115,Ford Aspire 1.5,Ford,690000,2017,24000,First Owner,Diesel,Manual
5116,Mahindra Ssangyong Rexton,Mahindra,800000,2013,160000,First Owner,Diesel,Automatic
5117,Ford Ecosport 2015-2021,Ford,1025000,2018,18890,First Owner,Diesel,Manual
5118,Hyundai Grand i10,Hyundai,525000,2018,5000,First Owner,Petrol,Manual
5119,Hyundai EON 1.0,Hyundai,335000,2018,39000,First Owner,Petrol,Manual
5120,Hyundai i10 Asta,Hyundai,385000,2012,41000,First Owner,Petrol,Automatic
5121,Maruti Wagon R,Maruti,290000,2014,40330,First Owner,Petrol,Manual
5122,BMW X1 sDrive20d,BMW,3450000,2019,40000,First Owner,Diesel,Automatic
5123,Skoda Rapid 1.5,Skoda,635000,2016,98000,First Owner,Diesel,Manual
5124,BMW X3 xDrive20d,BMW,2675000,2014,66000,First Owner,Diesel,Automatic
5125,Tata Nexon 1.5,Tata,950000,2018,50000,First Owner,Diesel,Manual
5126,Maruti Celerio ZXI,Maruti,545000,2018,36000,First Owner,Petrol,Automatic
5128,Mitsubishi Pajero 2.8,Mitsubishi,825000,2010,125654,First Owner,Diesel,Manual
5129,Ford Figo Diesel,Ford,325000,2014,77000,First Owner,Diesel,Manual
5130,Maruti Wagon R,Maruti,425000,2016,58802,First Owner,Petrol,Manual
5131,Ford Ecosport 2015-2021,Ford,825000,2018,38959,First Owner,Diesel,Manual
5132,Tata Indigo LX,Tata,250000,2012,100000,First Owner,Diesel,Manual
5133,Maruti Alto 800,Maruti,349000,2018,37000,First Owner,Petrol,Manual
5134,Toyota Etios Liva,Toyota,325000,2012,70000,First Owner,Diesel,Manual
5135,Volkswagen Vento 1.2,Volkswagen,750000,2015,56000,First Owner,Petrol,Automatic
5136,Maruti Swift Dzire,Maruti,580000,2013,91000,First Owner,Diesel,Manual
5137,Toyota Fortuner 3.0,Toyota,1250000,2010,110000,First Owner,Diesel,Manual
5138,Volkswagen Polo 2015-2019,Volkswagen,615000,2017,100000,First Owner,Diesel,Manual
5139,Hyundai i10 Sportz,Hyundai,370000,2012,68000,First Owner,Petrol,Automatic
5140,Chevrolet Sail Hatchback,Chevrolet,235000,2013,53000,First Owner,Petrol,Manual
5141,Maruti Wagon R,Maruti,160000,2007,78000,First Owner,Petrol,Manual
5142,Maruti Alto K10,Maruti,370000,2019,20000,First Owner,Petrol,Manual
5143,Audi A6 2.0,Audi,1550000,2011,85000,First Owner,Diesel,Automatic
5144,Fiat Grande Punto,Fiat,415000,2014,55000,First Owner,Diesel,Manual
5145,Hyundai Elantra CRDi,Hyundai,750000,2013,60000,First Owner,Diesel,Automatic
5146,Hyundai i20 Asta,Hyundai,600000,2016,30000,First Owner,Petrol,Manual
5147,Renault Lodgy 85PS,Renault,725000,2015,33400,First Owner,Diesel,Manual
5148,Hyundai Creta 1.6,Hyundai,1150000,2017,34800,First Owner,Petrol,Manual
5150,Honda City i,Honda,575000,2013,38000,First Owner,Petrol,Manual
5151,Toyota Fortuner 4x2,Toyota,1700000,2015,124000,First Owner,Diesel,Manual
5152,Chevrolet Tavera Neo,Chevrolet,285000,2012,72545,First Owner,Diesel,Manual
5153,Ford Figo Diesel,Ford,195000,2012,70000,First Owner,Diesel,Manual
5154,Hyundai i10 Sportz,Hyundai,445000,2016,50979,First Owner,Petrol,Manual
5155,Maruti Ertiga SHVS,Maruti,700000,2016,65000,First Owner,Diesel,Manual
5156,Maruti Swift Dzire,Maruti,409999,2015,45782,First Owner,Diesel,Manual
5157,Toyota Innova 2.5,Toyota,500000,2008,270000,First Owner,Diesel,Manual
5158,Maruti Baleno Alpha,Maruti,645000,2017,26917,First Owner,Petrol,Manual
5159,Maruti Alto LXi,Maruti,114999,2010,35000,First Owner,Petrol,Manual
5160,BMW 3 Series,BMW,1375000,2013,90000,First Owner,Diesel,Automatic
5161,Skoda Superb Elegance,Skoda,575000,2010,154667,First Owner,Diesel,Automatic
5162,Maruti Alto 800,Maruti,262000,2013,15000,First Owner,Petrol,Manual
5163,Honda Jazz 1.5,Honda,625000,2017,70000,First Owner,Diesel,Manual
5164,Maruti Vitara Brezza,Maruti,785000,2017,83000,First Owner,Diesel,Manual
5165,Maruti Swift Dzire,Maruti,509999,2015,61000,First Owner,Diesel,Manual
5166,Maruti Wagon R,Maruti,204999,2008,64521,First Owner,Petrol,Manual
5167,Maruti Vitara Brezza,Maruti,900000,2018,11000,First Owner,Diesel,Manual
5168,Hyundai Verna 1.6,Hyundai,550000,2013,70000,First Owner,Diesel,Manual
5169,Kia Seltos GTX,Kia,1635000,2019,6000,First Owner,Petrol,Manual
5171,Toyota Innova 2.5,Toyota,1150000,2016,139000,First Owner,Diesel,Manual
5172,Maruti Wagon R,Maruti,290000,2011,69001,First Owner,Petrol,Manual
5173,Tata Bolt Revotron,Tata,350000,2016,70000,First Owner,Petrol,Manual
5174,Maruti Swift ZXI,Maruti,610000,2018,20000,First Owner,Petrol,Manual
5175,Maruti Vitara Brezza,Maruti,814000,2017,56000,First Owner,Diesel,Manual
5176,Maruti Swift LDI,Maruti,390000,2012,60000,First Owner,Diesel,Manual
5177,Hyundai Verna SX,Hyundai,650000,2012,67000,First Owner,Diesel,Automatic
5178,Mercedes-Benz S-Class S,Mercedes-Benz,2450000,2011,82000,First Owner,Diesel,Automatic
5179,Mahindra XUV500 W6,Mahindra,600000,2013,70000,First Owner,Diesel,Manual
5180,Mercedes-Benz GLA Class,Mercedes-Benz,2500000,2016,25000,First Owner,Petrol,Automatic
5181,Hyundai Grand i10,Hyundai,583000,2016,91288,First Owner,Diesel,Manual
5182,Ford Fiesta 1.4,Ford,120000,2007,152000,First Owner,Diesel,Manual
5183,Mercedes-Benz C-Class C,Mercedes-Benz,1450000,2012,112000,First Owner,Diesel,Automatic
5184,Ford Aspire 1.2,Ford,395000,2016,75000,First Owner,Petrol,Manual
5186,Audi Q3 2.0,Audi,1100000,2013,103142,First Owner,Diesel,Automatic
5187,Hyundai i20 1.2,Hyundai,750000,2018,5000,First Owner,Petrol,Manual
5188,Honda City 1.5,Honda,145000,2004,79000,First Owner,Petrol,Automatic
5189,Honda City 1.5,Honda,560000,2013,31000,First Owner,Petrol,Manual
5190,Nissan Micra Diesel,Nissan,350000,2012,95000,First Owner,Diesel,Manual
5191,Renault Duster 110PS,Renault,745000,2016,44213,First Owner,Diesel,Manual
